Station;Datum;Behandling;Ruta;Arter ;Kommentar;Ej i trafikverkets artlista (se kommentar);Species
Repbäcken;20220805;Ytskrapning/slåtter;5;knytling;;;Herniaria glabra
Repbäcken;20220805;Ytskrapning/slåtter;5;kruståtel;;x;Avenella flexuosa
Repbäcken;20220805;Ytskrapning/slåtter;5;mjölkört;;;Chamaenerion angustifolium
Repbäcken;20220805;Ytskrapning/slåtter;5;prästkrage;;;Leucanthemum vulgare
Repbäcken;20220805;Ytskrapning/slåtter;5;renfana;;;Tanacetum vulgare
Repbäcken;20220805;Ytskrapning/slåtter;5;rödklöver;;;Trifolium pratense
Repbäcken;20220805;Ytskrapning/slåtter;5;rödklöver;;;Trifolium pratense
Repbäcken;20220805;Ytskrapning/slåtter;5;röllika;;x;Achillea millefolium
Repbäcken;20220805;Ytskrapning/slåtter;5;sandnarv;;x;Arenaria serpyllifolia
Repbäcken;20220805;Ytskrapning/slåtter;5;stormåra;;;Gallium mollugo
Repbäcken;20220805;Ytskrapning/slåtter;5;åkervädd;;;Knautia arvensis
Repbäcken;20220805;Ytskrapning/slåtter;5;ängsklocka;;;Campanula patula
Repbäcken;20220805;Ytskrapning/slåtter;6;berggröe;;x;Poa compressa
Repbäcken;20220805;Ytskrapning/slåtter;6;bockrot;;;Pimpinella saxifraga
Repbäcken;20220805;Ytskrapning/slåtter;6;femfingerört;;;Potentilla argentea
Repbäcken;20220805;Ytskrapning/slåtter;6;färgkulla;;;Cota tinctoria
Repbäcken;20220805;Ytskrapning/slåtter;6;getväppling;;;Anthyllis vulneraria
Repbäcken;20220805;Ytskrapning/slåtter;6;gråbinka;;;Erigeron acris
Repbäcken;20220805;Ytskrapning/slåtter;6;gråbo;;x;Artemisia vulgaris
Repbäcken;20220805;Ytskrapning/slåtter;6;humlelusern;;x;Medicago lupulina
Repbäcken;20220805;Ytskrapning/slåtter;6;knytling;;;Herniaria glabra
Repbäcken;20220805;Ytskrapning/slåtter;6;kruståtel;;x;Avenella flexuosa
Repbäcken;20220805;Ytskrapning/slåtter;6;prästkrage;;;Leucanthemum vulgare
Repbäcken;20220805;Ytskrapning/slåtter;6;renfana;;;Tanacetum vulgare
Repbäcken;20220805;Ytskrapning/slåtter;6;rödklöver;;;Trifolium pratense
Repbäcken;20220805;Ytskrapning/slåtter;6;röllika;;x;Achillea millefolium
Repbäcken;20220805;Ytskrapning/slåtter;6;sandnarv;;x;Arenaria serpyllifolia
Repbäcken;20220805;Ytskrapning/slåtter;6;sandtrav;;x;Arabidopsis arenosa
Repbäcken;20220805;Ytskrapning/slåtter;6;stormåra;;;Gallium mollugo
Repbäcken;20220805;Ytskrapning/slåtter;6;strimsporre;;;Linaria repens
Repbäcken;20220805;Ytskrapning/slåtter;6;vit sötväppling;;;Melilotus albus
Repbäcken;20220805;Ytskrapning/slåtter;6;åkervädd;;;Knautia arvensis
Trångsviken;20220627;Ytskrapning;1;backskärvfrö;;;Noccaea caerulescens
Trångsviken;20220627;Ytskrapning;1;fjällvedel;;x;Astragalus alpinus
Trångsviken;20220627;Ytskrapning;1;färgkulla;;;Cota tinctoria
Trångsviken;20220627;Ytskrapning;1;getväppling;;;Anthyllis vulneraria
Trångsviken;20220627;Ytskrapning;1;kråkvicker;;;Vicia cracca
Trångsviken;20220627;Ytskrapning;1;kummin;;;Carum carvi
Trångsviken;20220627;Ytskrapning;1;ogräsmaskros;;;Taraxacum
Trångsviken;20220627;Ytskrapning;1;prästkrage;;;Leucanthemum vulgare
Trångsviken;20220627;Ytskrapning;1;renfana;;;Tanacetum vulgare
Trångsviken;20220627;Ytskrapning;1;rosettjungfrulin;;;Polygala amarella
Trångsviken;20220627;Ytskrapning;1;rödklöver;;;Trifolium pratense
Trångsviken;20220627;Ytskrapning;1;röllika;;x;Achillea millefolium
Trångsviken;20220627;Ytskrapning;1;stormåra;;;Gallium mollugo
Trångsviken;20220627;Ytskrapning;2;färgkulla;;;Cota tinctoria
Trångsviken;20220627;Ytskrapning;2;getväppling;;;Anthyllis vulneraria
Trångsviken;20220627;Ytskrapning;2;höstfibbla;;;Scorzoneroides autumnalis
Trångsviken;20220627;Ytskrapning;2;Stångfibblor;;;Pilosella Hill.
Trångsviken;20220627;Ytskrapning;2;ogräsmaskros;;;Taraxacum
Trångsviken;20220627;Ytskrapning;2;prästkrage;;;Leucanthemum vulgare
Trångsviken;20220627;Ytskrapning;2;renfana;;;Tanacetum vulgare
Trångsviken;20220627;Ytskrapning;2;rödklöver;;;Trifolium pratense
Trångsviken;20220627;Ytskrapning;2;röllika;;x;Achillea millefolium
Trångsviken;20220627;Ytskrapning;2;stormåra;;;Gallium mollugo
Trångsviken;20220627;Ytskrapning;3;fjällvedel;;x;Astragalus alpinus
Trångsviken;20220627;Ytskrapning;3;flockfibbla;;;Hieracium umbellatum
Trångsviken;20220627;Ytskrapning;3;färgkulla;;;Cota tinctoria
Trångsviken;20220627;Ytskrapning;3;getväppling;;;Anthyllis vulneraria
Trångsviken;20220627;Ytskrapning;3;gråbo;;x;Artemisia vulgaris
Trångsviken;20220627;Ytskrapning;3;höstfibbla;;;Scorzoneroides autumnalis
Trångsviken;20220627;Ytskrapning;3;kummin;;;Carum carvi
Trångsviken;20220627;Ytskrapning;3;ogräsmaskros;;;Taraxacum
Trångsviken;20220627;Ytskrapning;3;prästkrage;;;Leucanthemum vulgare
Trångsviken;20220627;Ytskrapning;3;renfana;;;Tanacetum vulgare
Trångsviken;20220627;Ytskrapning;3;rosettjungfrulin;;;Polygala amarella
Trångsviken;20220627;Ytskrapning;3;rödklöver;;;Trifolium pratense
Trångsviken;20220627;Ytskrapning;3;röllika;;x;Achillea millefolium
Trångsviken;20220627;Ytskrapning;3;stormåra;;;Gallium mollugo
Trångsviken;20220627;Ytskrapning;4;fibbla;Groddplanta;;Asteraceae sp.
Trångsviken;20220627;Ytskrapning;4;fjällvedel;;x;Astragalus alpinus
Trångsviken;20220627;Ytskrapning;4;fältarv;;x;Cerastium arvense
Trångsviken;20220627;Ytskrapning;4;färgkulla;;;Cota tinctoria
Trångsviken;20220627;Ytskrapning;4;getväppling;;;Anthyllis vulneraria
Trångsviken;20220627;Ytskrapning;4;höstfibbla;;;Scorzoneroides autumnalis
Trångsviken;20220627;Ytskrapning;4;kummin;;;Carum carvi
Trångsviken;20220627;Ytskrapning;4;Klöverväxter;;;Trifolium sp.
Trångsviken;20220627;Ytskrapning;4;Stångfibblor;;;Pilosella Hill.
Trångsviken;20220627;Ytskrapning;4;ogräsmaskros;;;Taraxacum
Trångsviken;20220627;Ytskrapning;4;prästkrage;;;Leucanthemum vulgare
Trångsviken;20220627;Ytskrapning;4;renfana;;;Tanacetum vulgare
Trångsviken;20220627;Ytskrapning;4;rosettjungfrulin;;;Polygala amarella
Trångsviken;20220627;Ytskrapning;4;rödklöver;;;Trifolium pratense
Trångsviken;20220627;Ytskrapning;4;röllika;;x;Achillea millefolium
Trångsviken;20220627;Ytskrapning;4;stormåra;;;Gallium mollugo
Trångsviken;20220627;Ytskrapning;4;tussilago;;x;Tussilago farfara
Trångsviken;20220627;Ytskrapning;4;vanlig smörblomma;;;Ranunculus acris subsp. acris
Trångsviken;20220627;Ytskrapning;5;fjällvedel;;x;Astragalus alpinus
Trångsviken;20220627;Ytskrapning;5;flockfibbla;;;Hieracium umbellatum
Trångsviken;20220627;Ytskrapning;5;färgkulla;;;Cota tinctoria
Trångsviken;20220627;Ytskrapning;5;getväppling;;;Anthyllis vulneraria
Trångsviken;20220627;Ytskrapning;5;gulvial;;;Lathyrus pratensis
Trångsviken;20220627;Ytskrapning;5;höstfibbla;;;Scorzoneroides autumnalis
Trångsviken;20220627;Ytskrapning;5;kråkvicker;;;Vicia cracca
Trångsviken;20220627;Ytskrapning;5;kummin;;;Carum carvi
Trångsviken;20220627;Ytskrapning;5;ogräsmaskros;;;Taraxacum
Trångsviken;20220627;Ytskrapning;5;prästkrage;;;Leucanthemum vulgare
Trångsviken;20220627;Ytskrapning;5;renfana;;;Tanacetum vulgare
Trångsviken;20220627;Ytskrapning;5;rosettjungfrulin;;;Polygala amarella
Trångsviken;20220627;Ytskrapning;5;rödklöver;;;Trifolium pratense
Trångsviken;20220627;Ytskrapning;5;röllika;;x;Achillea millefolium
Trångsviken;20220627;Ytskrapning;5;vitklöver;;;Trifolium repens
Trångsviken;20220627;Ytskrapning;6;fjällvedel;;x;Astragalus alpinus
Trångsviken;20220627;Ytskrapning;6;färgkulla;;;Cota tinctoria
Trångsviken;20220627;Ytskrapning;6;getväppling;;;Anthyllis vulneraria
Trångsviken;20220627;Ytskrapning;6;gråbo;;x;Artemisia vulgaris
Trångsviken;20220627;Ytskrapning;6;höstfibbla;;;Scorzoneroides autumnalis
Trångsviken;20220627;Ytskrapning;6;kummin;;;Carum carvi
Trångsviken;20220627;Ytskrapning;6;Stångfibblor;;;Pilosella Hill.
Trångsviken;20220627;Ytskrapning;6;ogräsmaskros;;;Taraxacum
Trångsviken;20220627;Ytskrapning;6;prästkrage;;;Leucanthemum vulgare
Trångsviken;20220627;Ytskrapning;6;renfana;;;Tanacetum vulgare
Trångsviken;20220627;Ytskrapning;6;rosettjungfrulin;;;Polygala amarella
Trångsviken;20220627;Ytskrapning;6;rödklöver;;;Trifolium pratense
Trångsviken;20220627;Ytskrapning;6;röllika;;x;Achillea millefolium
Trångsviken;20220627;Ytskrapning;6;tussilago;;x;Tussilago farfara
Vansbro;20220807;ytskrapning;1;berggröe;;x;Poa compressa
Vansbro;20220807;ytskrapning;1;bergssyra;;;Rumex acetosella
Vansbro;20220807;ytskrapning;1;femfingerört;;;Potentilla argentea
Vansbro;20220807;ytskrapning;1;getväppling;;;Anthyllis vulneraria
Vansbro;20220807;ytskrapning;1;gråbinka;;;Erigeron acris
Vansbro;20220807;ytskrapning;1;kruståtel;;x;Avenella flexuosa
Vansbro;20220807;ytskrapning;1;krypven;;x;Agrostis stolonifera
Vansbro;20220807;ytskrapning;1;mjölkört;;;Chamaenerion angustifolium
Vansbro;20220807;ytskrapning;1;rödklöver;;;Trifolium pratense
Vansbro;20220807;ytskrapning;1;röllika;;x;Achillea millefolium
Vansbro;20220807;ytskrapning;1;vitklöver;;;Trifolium repens
Vansbro;20220807;ytskrapning;2;berggröe;;x;Poa compressa
Vansbro;20220807;ytskrapning;2;bergssyra;;;Rumex acetosella
Vansbro;20220807;ytskrapning;2;femfingerört;;;Potentilla argentea
Vansbro;20220807;ytskrapning;2;getväppling;;;Anthyllis vulneraria
Vansbro;20220807;ytskrapning;2;grustrav;;x;Arabidopsis suecica
Vansbro;20220807;ytskrapning;2;hönsarv;;x;Cerastium fontanum
Vansbro;20220807;ytskrapning;2;kruståtel;;x;Avenella flexuosa
Vansbro;20220807;ytskrapning;2;krypven;;x;Agrostis stolonifera
Vansbro;20220807;ytskrapning;2;mjölkört;;;Chamaenerion angustifolium
Vansbro;20220807;ytskrapning;2;rödklöver;;;Trifolium pratense
Vansbro;20220807;ytskrapning;2;röllika;;x;Achillea millefolium
Vansbro;20220807;ytskrapning;2;smällglim;;;Silene vulgaris
Vansbro;20220807;ytskrapning;2;stormåra;;;Gallium mollugo
Vansbro;20220807;ytskrapning;2;vitklöver;;;Trifolium repens
Vansbro;20220807;ytskrapning;3;berggröe;;x;Poa compressa
Vansbro;20220807;ytskrapning;3;bergssyra;;;Rumex acetosella
Vansbro;20220807;ytskrapning;3;femfingerört;;;Potentilla argentea
Vansbro;20220807;ytskrapning;3;flockfibbla;;;Hieracium umbellatum
Vansbro;20220807;ytskrapning;3;fårsvingel;;x;Festuca ovina
Vansbro;20220807;ytskrapning;3;getväppling;;;Anthyllis vulneraria
Vansbro;20220807;ytskrapning;3;gråbinka;;;Erigeron acris
Vansbro;20220807;ytskrapning;3;gulsporre;;;Linaria vulgaris
Vansbro;20220807;ytskrapning;3;höstfibbla;;;Scorzoneroides autumnalis
Vansbro;20220807;ytskrapning;3;kruståtel;;x;Avenella flexuosa
Vansbro;20220807;ytskrapning;3;krypven;;x;Agrostis stolonifera
Vansbro;20220807;ytskrapning;3;käringtand;;;Lotus corniculatus
Vansbro;20220807;ytskrapning;3;liten blåklocka;;;Campanula rotundifolia
Vansbro;20220807;ytskrapning;3;renfana;;;Tanacetum vulgare
Vansbro;20220807;ytskrapning;3;röllika;;x;Achillea millefolium
Vansbro;20220807;ytskrapning;3;smällglim;;;Silene vulgaris
Vansbro;20220807;ytskrapning;3;åkervädd;;;Knautia arvensis
Vansbro;20220807;ytskrapning;4;berggröe;;x;Poa compressa
Vansbro;20220807;ytskrapning;4;bergssyra;;;Rumex acetosella
Vansbro;20220807;ytskrapning;4;femfingerört;;;Potentilla argentea
Vansbro;20220807;ytskrapning;4;fårsvingel;;x;Festuca ovina
Vansbro;20220807;ytskrapning;4;getväppling;;;Anthyllis vulneraria
Vansbro;20220807;ytskrapning;4;grustrav;;x;Arabidopsis suecica
Vansbro;20220807;ytskrapning;4;gråbinka;;;Erigeron acris
Vansbro;20220807;ytskrapning;4;gulsporre;;;Linaria vulgaris
Vansbro;20220807;ytskrapning;4;höstfibbla;;;Scorzoneroides autumnalis
Vansbro;20220807;ytskrapning;4;krypven;;x;Agrostis stolonifera
Vansbro;20220807;ytskrapning;4;lentåtel;;x;Holcus mollis
Vansbro;20220807;ytskrapning;4;renfana;;;Tanacetum vulgare
Vansbro;20220807;ytskrapning;4;röllika;;x;Achillea millefolium
Vansbro;20220807;ytskrapning;4;sandnarv;;x;Arenaria serpyllifolia
Vansbro;20220807;ytskrapning;4;smällglim;;;Silene vulgaris
Vansbro;20220807;ytskrapning;5;bergssyra;;;Rumex acetosella
Vansbro;20220807;ytskrapning;5;femfingerört;;;Potentilla argentea
Vansbro;20220807;ytskrapning;5;flockfibbla;;;Hieracium umbellatum
Vansbro;20220807;ytskrapning;5;getväppling;;;Anthyllis vulneraria
Vansbro;20220807;ytskrapning;5;grustrav;;x;Arabidopsis suecica
Vansbro;20220807;ytskrapning;5;gråbinka;;;Erigeron acris
Vansbro;20220807;ytskrapning;5;gulsporre;;;Linaria vulgaris
Vansbro;20220807;ytskrapning;5;höstfibbla;;;Scorzoneroides autumnalis
Vansbro;20220807;ytskrapning;5;krypven;;x;Agrostis stolonifera
Vansbro;20220807;ytskrapning;5;käringtand;;;Lotus corniculatus
Vansbro;20220807;ytskrapning;5;röllika;;x;Achillea millefolium
Vansbro;20220807;ytskrapning;5;smällglim;;;Silene vulgaris
Vansbro;20220807;ytskrapning;5;åkervädd;;;Knautia arvensis
Vansbro;20220807;ytskrapning;6;berggröe;;x;Poa compressa
Vansbro;20220807;ytskrapning;6;bergssyra;;;Rumex acetosella
Vansbro;20220807;ytskrapning;6;femfingerört;;;Potentilla argentea
Vansbro;20220807;ytskrapning;6;fårsvingel;;x;Festuca ovina
Vansbro;20220807;ytskrapning;6;getväppling;;;Anthyllis vulneraria
Vansbro;20220807;ytskrapning;6;grustrav;;x;Arabidopsis suecica
Vansbro;20220807;ytskrapning;6;gråbinka;;;Erigeron acris
Vansbro;20220807;ytskrapning;6;gulsporre;;;Linaria vulgaris
Vansbro;20220807;ytskrapning;6;krypnarv;;x;Sagina procumbens
Vansbro;20220807;ytskrapning;6;krypven;;x;Agrostis stolonifera
Vansbro;20220807;ytskrapning;6;ogräsmaskros;;;Taraxacum
Vansbro;20220807;ytskrapning;6;renfana;;;Tanacetum vulgare
Vansbro;20220807;ytskrapning;6;röllika;;x;Achillea millefolium
Vansbro;20220807;ytskrapning;6;smällglim;;;Silene vulgaris
